رقم البند,رمز النظام المتناسق,المستوى,نوع البضاعة,الاسم التجاري,رسم الاستيراد,بدل خدمات الاستيراد,رسم الاستيراد الكلي,الوحدة القياسية
3.03,0303.68.00,-,أسماك مجمدة من السلمون,أسماك السلمون مجمدة,375,125,500,وزن
3.03,0303.69.00,-,غيرها,أسماك أخرى مجمدة غير مصنفة,375,125,500,وزن
3.03,0303.81.00,-,أسماك مجمدة من كلاب البحر وأسماك القرش,أسماك كلاب البحر وأسماك القرش مجمدة,375,125,500,وزن
3.03,0303.82.00,-,أسماك مجمدة من الشفنين والمسطحات,أسماك الشفنين والمسطحات مجمدة,375,125,500,وزن
3.03,0303.83.00,-,أسماك مجمدة من أبو سن,أسماك أبو سن مجمدة,375,125,500,وزن
3.03,0303.84.00,-,أسماك مجمدة من القاروس (ذئب البحر),أسماك القاروس مجمدة,375,125,500,وزن
3.03,0303.89.00,-,غيرها,أسماك أخرى مجمدة غير مصنفة,375,125,500,وزن
3.03,0303.91.00,-,أكباد وبيض وغدد تناسلية (بطارخ) من الأسماك,أكباد وبيض وغدد تناسلية (بطارخ) من الأسماك,375,125,500,وزن
3.03,0303.92.00,-,زعانف سمك القرش,زعانف سمك القرش,375,125,500,وزن
3.03,0303.99.00,-,غيرها,أحشاء وأجزاء أخرى من الأسماك صالحة للأكل مجمدة,375,125,500,وزن
3.04,0304.31.00,-,شرائح البلطي طازجة أو مبردة,شرائح البلطي طازجة أو مبردة,375,125,500,وزن
3.04,0304.32.00,-,شرائح السيلورايت (السلور) طازجة أو مبردة,شرائح السيلورايت طازجة أو مبردة,375,125,500,وزن
3.04,0304.33.00,-,شرائح نهر النيل (البياض النيلي) طازجة أو مبردة,شرائح نهر النيل طازجة أو مبردة,375,125,500,وزن
3.04,0304.39.00,-,غيرها من شرائح أسماك المياه العذبة طازجة أو مبردة,غيرها من شرائح أسماك المياه العذبة طازجة أو مبردة,375,125,500,وزن
3.04,0304.41.00,-,شرائح سلمون المحيط الهادي طازجة أو مبردة,شرائح سلمون المحيط الهادي طازجة أو مبردة,375,125,500,وزن
3.04,0304.42.00,-,شرائح الترويت طازجة أو مبردة,شرائح الترويت طازجة أو مبردة,375,125,500,وزن
3.04,0304.43.00,-,شرائح الأسماك المفطحة طازجة أو مبردة,شرائح الأسماك المفطحة طازجة أو مبردة,375,125,500,وزن
3.04,0304.44.00,-,شرائح أسماك عائلة القادس طازجة أو مبردة,شرائح أسماك عائلة القادس طازجة أو مبردة,375,125,500,وزن
3.04,0304.45.00,-,شرائح أبو سيف طازجة أو مبردة,شرائح أبو سيف طازجة أو مبردة,375,125,500,وزن
3.04,0304.46.00,-,شرائح أبو سن طازجة أو مبردة,شرائح أبو سن طازجة أو مبردة,375,125,500,وزن
3.04,0304.47.00,-,شرائح كلاب البحر وأسماك القرش طازجة أو مبردة,شرائح كلاب البحر وأسماك القرش طازجة أو مبردة,375,125,500,وزن
3.04,0304.48.00,-,شرائح الشفنين والمسطحات طازجة أو مبردة,شرائح الشفنين والمسطحات طازجة أو مبردة,375,125,500,وزن
3.04,0304.49.00,-,غيرها من الشرائح طازجة أو مبردة,غيرها من الشرائح طازجة أو مبردة,375,125,500,وزن
3.04,0304.51.00,-,شرائح البلطي وغيرها من أسماك المياه العذبة (غير مصنفة) طازجة أو مبردة,شرائح البلطي وغيرها طازجة أو مبردة,375,125,500,وزن
3.04,0304.52.00,-,شرائح أسماك عائلة القادس (غير مصنفة) طازجة أو مبردة,شرائح أسماك عائلة القادس طازجة أو مبردة,375,125,500,وزن
3.04,0304.53.00,-,شرائح أسماك عائلة القادس (بولوك) طازجة أو مبردة,شرائح أسماك البولوك طازجة أو مبردة,375,125,500,وزن
3.04,0304.54.00,-,شرائح النازلي طازجة أو مبردة,شرائح النازلي طازجة أو مبردة,375,125,500,وزن
3.04,0304.55.00,-,شرائح أسماك عائلة القادس (غير مصنفة) طازجة أو مبردة,شرائح أسماك عائلة القادس (غير مصنفة) طازجة أو مبردة,375,125,500,وزن
3.04,0304.56.00,-,شرائح النازلي طازجة أو مبردة,شرائح النازلي طازجة أو مبردة,375,125,500,وزن
3.04,0304.57.00,-,شرائح الأسماك العادية طازجة أو مبردة,شرائح الأسماك العادية طازجة أو مبردة,375,125,500,وزن
3.04,0304.59.00,-,غيرها من الشرائح طازجة أو مبردة,غيرها من الشرائح طازجة أو مبردة,375,125,500,وزن
3.04,0304.71.00,-,شرائح القد مجمدة,شرائح القد مجمدة,375,125,500,وزن
3.04,0304.72.00,-,شرائح الحدوق مجمدة,شرائح الحدوق مجمدة,375,125,500,وزن
3.04,0304.73.00,-,شرائح السمك الأسود (Pollachius) مجمدة,شرائح السمك الأسود مجمدة,375,125,500,وزن
3.04,0304.74.00,-,شرائح النازلي مجمدة,شرائح النازلي مجمدة,375,125,500,وزن
3.04,0304.75.00,-,شرائح بوالك ألاسكا مجمدة,شرائح بوالك ألاسكا مجمدة,375,125,500,وزن
3.04,0304.79.00,-,غيرها من شرائح أسماك عائلة القادس مجمدة,غيرها من شرائح أسماك عائلة القادس مجمدة,375,125,500,وزن
3.04,0304.81.00,-,شرائح سلمون المحيط الهادي والأطلسي مجمدة,شرائح سلمون المحيط الهادي والأطلسي مجمدة,375,125,500,وزن
3.04,0304.82.00,-,شرائح الترويت مجمدة,شرائح الترويت مجمدة,375,125,500,وزن
3.04,0304.83.00,-,شرائح الأسماك المفطحة مجمدة,شرائح الأسماك المفطحة مجمدة,375,125,500,وزن
3.04,0304.84.00,-,شرائح أبو سيف مجمدة,شرائح أبو سيف مجمدة,375,125,500,وزن
3.04,0304.85.00,-,شرائح أبو سن مجمدة,شرائح أبو سن مجمدة,375,125,500,وزن
3.04,0304.86.00,-,شرائح الرنجة مجمدة,شرائح الرنجة مجمدة,375,125,500,وزن
3.04,0304.87.00,-,شرائح التونة والبونيت مجمدة,شرائح التونة والبونيت مجمدة,375,125,500,وزن
3.04,0304.88.00,-,شرائح كلاب البحر وأسماك القرش والشفنين مجمدة,شرائح كلاب البحر وأسماك القرش والشفنين مجمدة,375,125,500,وزن
3.04,0304.89.00,-,غيرها من الشرائح مجمدة,غيرها من الشرائح مجمدة,375,125,500,وزن
3.04,0304.91.00,-,لحوم أبو سيف مفرومة مجمدة,لحوم أبو سيف مفرومة مجمدة,375,125,500,وزن
3.04,0304.92.00,-,لحوم أبو سن مفرومة مجمدة,لحوم أبو سن مفرومة مجمدة,375,125,500,وزن
3.04,0304.93.00,-,لحوم أسماك المياه العذبة مفرومة مجمدة,لحوم أسماك المياه العذبة مفرومة مجمدة,375,125,500,وزن
3.04,0304.94.00,-,لحوم بوالك ألاسكا مفرومة مجمدة,لحوم بوالك ألاسكا مفرومة مجمدة,375,125,500,وزن
3.04,0304.95.00,-,لحوم أسماك عائلة القادس (غير بوالك ألاسكا) مفرومة مجمدة,لحوم أسماك عائلة القادس مفرومة مجمدة,375,125,500,وزن
3.04,0304.96.00,-,لحوم كلاب البحر وأسماك القرش مفرومة مجمدة,لحوم كلاب البحر وأسماك القرش مفرومة مجمدة,375,125,500,وزن
3.04,0304.97.00,-,لحوم الشفنين والمسطحات مفرومة مجمدة,لحوم الشفنين والمسطحات مفرومة مجمدة,375,125,500,وزن
3.04,0304.99.00,-,غيرها من لحوم الأسماك مفرومة مجمدة,لحوم أسماك مجمدة أخرى مفرومة,375,125,500,وزن
3.05,0305.20.00,-,أكباد وبيض وغدد تناسلية للأسماك مجففة أو مدخنة أو مملحة,أكباد وبيض وغدد تناسلية للأسماك مجففة أو مدخنة أو مملحة,375,125,500,وزن
3.05,0305.31.00,-,شرائح أسماك المياه العذبة مجففة أو مملحة (غير مدخنة),شرائح أسماك المياه العذبة مجففة أو مملحة,375,125,500,وزن
3.05,0305.32.00,-,شرائح أسماك عائلة القادس مجففة أو مملحة (غير مدخنة),شرائح أسماك عائلة القادس مجففة أو مملحة,375,125,500,وزن
3.05,0305.39.00,-,غيرها من شرائح الأسماك مجففة أو مملحة (غير مدخنة),غيرها من شرائح الأسماك مجففة أو مملحة,375,125,500,وزن
3.05,0305.41.00,-,أسماك سلمون المحيط الهادي والأطلسي مدخنة,أسماك سلمون المحيط الهادي والأطلسي مدخنة,375,125,500,وزن
3.05,0305.42.00,-,أسماك الرنجة مدخنة,أسماك الرنجة مدخنة,375,125,500,وزن
3.05,0305.43.00,-,أسماك الترويت مدخنة,أسماك الترويت مدخنة,375,125,500,وزن
3.05,0305.44.00,-,أسماك المياه العذبة مدخنة,أسماك المياه العذبة مدخنة,375,125,500,وزن
3.05,0305.49.00,-,غيرها من الأسماك المدخنة,أسماك مدخنة أخرى,375,125,500,وزن
3.05,0305.51.00,-,أسماك القد مجففة (غير مملحة وغير مدخنة),أسماك القد مجففة,375,125,500,وزن
3.05,0305.52.00,-,أسماك المياه العذبة مجففة (غير مملحة وغير مدخنة),أسماك المياه العذبة مجففة,375,125,500,وزن
3.05,0305.53.00,-,أسماك عائلة القادس مجففة (غير مملحة وغير مدخنة),أسماك عائلة القادس مجففة,375,125,500,وزن
3.05,0305.54.00,-,أسماك الرنجة والسردين والأنشوا مجففة (غير مملحة وغير مدخنة),أسماك الرنجة والسردين والأنشوا مجففة,375,125,500,وزن
3.05,0305.59.00,-,غيرها من الأسماك المجففة (غير مملحة وغير مدخنة),أسماك مجففة أخرى,375,125,500,وزن
3.05,0305.61.00,-,أسماك الرنجة مملحة أو في ماء مملح (غير مجففة وغير مدخنة),أسماك الرنجة مملحة,375,125,500,وزن
3.05,0305.62.00,-,أسماك القد مملحة أو في ماء مملح (غير مجففة وغير مدخنة),أسماك القد مملحة,375,125,500,وزن
3.05,0305.63.00,-,أسماك الأنشوا مملحة أو في ماء مملح (غير مجففة وغير مدخنة),أسماك الأنشوا مملحة,375,125,500,وزن
3.05,0305.64.00,-,أسماك المياه العذبة مملحة أو في ماء مملح (غير مجففة وغير مدخنة),أسماك المياه العذبة مملحة,375,125,500,وزن
3.05,0305.69.00,-,غيرها من الأسماك المملحة (غير مجففة وغير مدخنة),أسماك مملحة أخرى,375,125,500,وزن
3.05,0305.71.00,-,زعانف سمك القرش,زعانف سمك القرش,375,125,500,وزن
3.05,0305.72.00,-,رؤوس وذيول وأحشاء أخرى صالحة للأكل من الأسماك,رؤوس وذيول وأحشاء أخرى صالحة للأكل,375,125,500,وزن
3.05,0305.79.00,-,غيرها,غيرها من منتجات الأسماك الصالحة للأكل,375,125,500,وزن
3.06,0306.11.00,-,جراد البحر الصخري (لانجوست) مجمد,جراد البحر الصخري مجمد,375,125,500,وزن
3.06,0306.12.00,-,جراد البحر الشائك (لوبستر) مجمد,جراد البحر الشائك مجمد,375,125,500,وزن
3.06,0306.14.00,-,سرطانات (كابوريا) مجمدة,سرطانات مجمدة,375,125,500,وزن
3.06,0306.15.00,-,روبيان وقريدس مجمد,روبيان وقريدس مجمد,375,125,500,وزن
3.06,0306.16.00,-,كريل مجمد,كريل مجمد,375,125,500,وزن
3.06,0306.17.00,-,غيرها من القشريات مجمدة,قشريات أخرى مجمدة,375,125,500,وزن
3.06,0306.19.00,-,قشريات مجمدة غير مصنفة,قشريات مجمدة غير مصنفة,375,125,500,وزن
3.06,0306.31.00,-,جراد البحر الصخري حي أو طازج أو مبرد,جراد البحر الصخري حي أو طازج أو مبرد,375,125,500,وزن
3.06,0306.32.00,-,جراد البحر الشائك حي أو طازج أو مبرد,جراد البحر الشائك حي أو طازج أو مبرد,375,125,500,وزن
3.06,0306.33.00,-,سرطانات حية أو طازجة أو مبردة,سرطانات حية أو طازجة أو مبردة,375,125,500,وزن
3.06,0306.34.00,-,روبيان وقريدس حي أو طازج أو مبرد,روبيان وقريدس حي أو طازج أو مبرد,375,125,500,وزن
3.06,0306.35.00,-,كريل حي أو طازج أو مبرد,كريل حي أو طازج أو مبرد,375,125,500,وزن
